paymentId,amount,payment_method_type,payment_method,Stripe_VISA_outcome,Stripe_MASTERCARD_outcome,Adyen_VISA_outcome,Adyen_MASTERCARD_outcome,Adyen_ACCEL_outcome,Adyen_STAR_outcome,Checkout_VISA_outcome,Checkout_MASTERCARD_outcome,Checkout_ACCEL_outcome,Checkout_STAR_outcome
PAY_1761208711027,324.62,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208711028,526.73,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208711030,364.21,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208711031,176.29,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208711032,859.88,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208711034,445.46,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,fail,success,success,success,success
PAY_1761208711035,139.29,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208711036,253.12,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208711038,948.24,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208711039,798.52,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208711040,562.02,['CARD'],['VISA'],success,success,success,success,success,success,success,success,fail,success
PAY_1761208711041,628.14,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761208711043,822.07,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,fail
PAY_1761208711044,650.2,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208711045,259.28,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,fail
PAY_1761208711047,949.85,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208711048,779.01,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208711049,501.72,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,fail,success,success,success,success
PAY_1761208711051,181.48,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761208711052,840.41,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761208711053,87.8,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,fail,success,success
PAY_1761208711055,57.86,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208711056,515.9,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761208711057,93.46,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208711059,279.05,['CARD'],['VISA'],success,success,fail,success,success,success,success,success,success,success
