paymentId,amount,payment_method_type,payment_method,Stripe_VISA_outcome,Stripe_MASTERCARD_outcome,Adyen_VISA_outcome,Adyen_MASTERCARD_outcome,Adyen_ACCEL_outcome,Adyen_STAR_outcome,Checkout_VISA_outcome,Checkout_MASTERCARD_outcome,Checkout_ACCEL_outcome,Checkout_STAR_outcome
PAY_1761195965771,65.39,['CARD'],['VISA'],success,success,success,success,success,success,fail,success,success,success
PAY_1761195965772,752.96,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,fail,success,success,success
PAY_1761195965774,277.37,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,fail,success,success,fail,success,success,success,success,success
PAY_1761195965775,604.66,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,fail,success,success,success
PAY_1761195965776,584.94,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,fail,success,success,success,success,success,success
PAY_1761195965778,794.99,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761195965779,93.87,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,fail,success,success,success,success,success
PAY_1761195965780,733.62,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,fail,success,success,success,fail
PAY_1761195965782,135.04,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761195965783,978.79,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761195965785,64.44,['CARD'],['MASTERCARD'],success,success,success,fail,success,success,fail,success,success,fail
PAY_1761195965786,13.17,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761195965787,203.17,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,fail,success
PAY_1761195965788,155.67,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761195965790,14.46,['CARD'],['VISA'],success,success,fail,success,success,success,success,success,success,success
PAY_1761195965791,90.77,['CARD'],['MASTERCARD'],success,success,success,fail,success,success,success,success,success,success
PAY_1761195965792,230.09,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761195965794,7.06,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761195965795,674.65,['CARD'],['VISA'],success,success,success,success,fail,success,success,success,success,success
PAY_1761195965796,808.29,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761195965798,789.51,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761195965799,9.4,['CARD'],['MASTERCARD'],success,success,success,fail,success,success,success,success,success,success
PAY_1761195965800,366.23,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,fail,success,success
PAY_1761195965801,426.0,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761195965803,936.77,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761195965804,310.41,['CARD'],['MASTERCARD'],success,success,fail,success,success,fail,success,success,success,success
PAY_1761195965805,973.19,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,fail,success,success
PAY_1761195965807,277.69,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,fail
PAY_1761195965808,476.57,['CARD'],['VISA'],success,success,success,success,success,success,success,fail,success,success
PAY_1761195965809,702.89,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761195965811,846.26,['CARD'],['MASTERCARD'],success,success,success,success,fail,success,success,fail,success,success
PAY_1761195965812,798.84,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761195965813,114.29,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761195965815,254.92,['CARD'],['VISA'],success,success,success,success,success,success,success,fail,success,success
PAY_1761195965816,218.28,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761195965817,347.2,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,fail,success,success,success,success,success,success,success
PAY_1761195965818,827.05,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761195965820,469.3,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761195965821,508.24,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761195965822,807.15,['CARD'],['VISA'],success,success,success,success,success,success,fail,success,success,success
PAY_1761195965824,398.22,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761195965825,402.49,['CARD'],['VISA'],success,success,success,success,success,success,success,fail,success,fail
PAY_1761195965826,491.21,['CARD'],['VISA'],success,success,success,success,success,success,success,fail,success,success
PAY_1761195965828,728.67,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,fail
PAY_1761195965829,224.93,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761195965830,691.73,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761195965832,685.81,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,fail
PAY_1761195965833,874.57,['CARD'],['MASTERCARD'],success,success,fail,fail,success,success,success,success,success,success
PAY_1761195965834,921.73,['CARD'],['VISA'],success,success,success,fail,success,success,success,success,fail,success
PAY_1761195965836,237.66,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,fail,success,fail,success,success,success
PAY_1761195965837,167.23,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761195965838,968.32,['CARD'],['MASTERCARD'],success,success,success,success,success,success,fail,success,success,success
PAY_1761195965839,36.08,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,fail,success,fail,success,success,success,fail
PAY_1761195965841,887.7,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761195965842,783.31,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,fail,fail,success
PAY_1761195965843,116.09,['CARD'],['MASTERCARD'],success,success,success,success,success,fail,success,fail,success,success
PAY_1761195965845,92.6,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,fail,success,fail,success,success,success
PAY_1761195965846,204.9,['CARD'],['MASTERCARD'],success,success,success,success,success,fail,fail,success,success,success
PAY_1761195965847,957.59,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,fail,success,success,success
PAY_1761195965849,603.74,['CARD'],['VISA'],success,success,success,success,success,success,fail,success,success,success
PAY_1761195965850,91.67,['CARD'],['VISA'],success,success,success,success,success,fail,success,fail,success,success
PAY_1761195965851,805.13,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761195965853,353.4,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761195965854,430.75,['CARD'],['VISA'],success,success,success,success,success,success,fail,success,success,success
PAY_1761195965855,868.67,['CARD'],['VISA'],success,success,success,success,success,success,fail,success,success,success
PAY_1761195965856,949.69,['CARD'],['VISA'],success,success,success,success,fail,success,success,success,success,fail
PAY_1761195965858,182.39,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,fail,success,success,success,success,fail,success,success,success
PAY_1761195965859,616.79,['CARD'],['MASTERCARD'],success,success,fail,success,success,fail,success,success,fail,success
PAY_1761195965860,423.02,['CARD'],['MASTERCARD'],success,success,success,fail,success,success,success,success,success,success
