paymentId,amount,payment_method_type,payment_method,Stripe_VISA_outcome,Stripe_MASTERCARD_outcome,Adyen_VISA_outcome,Adyen_MASTERCARD_outcome,Adyen_ACCEL_outcome,Adyen_STAR_outcome,Checkout_VISA_outcome,Checkout_MASTERCARD_outcome,Checkout_ACCEL_outcome,Checkout_STAR_outcome
PAY_1761208717878,158.93,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,fail,success,success,success
PAY_1761208717880,424.1,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717881,215.89,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717882,563.07,['CARD'],['MASTERCARD'],fail,success,success,success,success,success,success,success,success,success
PAY_1761208717884,622.86,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717885,228.47,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,fail,success
PAY_1761208717886,559.87,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717888,277.77,['CARD'],['VISA'],success,success,success,fail,success,success,fail,success,success,success
PAY_1761208717889,149.01,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717890,51.96,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717891,983.58,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717893,198.15,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717894,103.2,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717895,452.38,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717897,447.35,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,fail,success,success
PAY_1761208717898,499.05,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717899,292.3,['CARD'],['VISA'],success,success,success,success,fail,success,success,success,success,success
PAY_1761208717901,300.69,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717902,857.02,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717903,641.87,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717905,526.04,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717906,998.19,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,fail,success,success
PAY_1761208717907,962.96,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717908,183.28,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717910,86.38,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717911,950.5,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717912,35.55,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717914,130.44,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,fail,success,fail,success
PAY_1761208717915,300.96,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717916,428.04,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,fail,success,success,success,success,success,success,success
PAY_1761208717917,614.85,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717919,898.04,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717920,309.05,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,fail,success
PAY_1761208717921,543.43,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717923,311.82,['CARD'],['VISA'],success,success,success,success,success,fail,success,success,success,success
PAY_1761208717924,392.43,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717925,671.24,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,fail,success,success,success,success,success,success
PAY_1761208717926,636.45,['CARD'],['MASTERCARD'],success,success,success,success,fail,success,success,success,success,success
PAY_1761208717928,932.34,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717929,620.49,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717930,567.38,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717932,389.67,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717933,366.81,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,fail,success,success,success,success,success,success,success
PAY_1761208717934,279.81,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717936,739.24,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717937,298.42,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717938,33.9,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717940,959.19,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,fail,success,success,fail,success,success
PAY_1761208717941,246.18,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717942,914.03,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717943,15.73,['CARD'],['VISA'],success,fail,success,success,success,success,success,success,success,success
PAY_1761208717945,442.45,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717946,180.99,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717947,593.57,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717949,450.9,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,fail
PAY_1761208717950,713.59,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,fail,success,success,success,success,success,success
PAY_1761208717951,240.38,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717953,748.86,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717954,853.36,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,fail,success,success
PAY_1761208717955,158.9,['CARD'],['VISA'],success,success,fail,success,success,success,success,success,success,success
PAY_1761208717957,524.3,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717958,703.77,['CARD'],['VISA'],success,success,success,success,success,success,success,fail,success,success
PAY_1761208717959,502.32,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717961,389.38,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,fail,success,success,success,success,success,success
PAY_1761208717962,798.14,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717963,854.22,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717965,915.61,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,fail,fail,success,success,success,success,success,success
PAY_1761208717966,209.05,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717967,891.93,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717969,548.02,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717970,763.12,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,fail,success,success,success,success,success,success
PAY_1761208717971,469.73,['CARD'],['VISA'],success,success,success,success,fail,success,success,success,success,success
PAY_1761208717973,21.79,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717974,353.52,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717975,35.36,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717976,792.64,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761208717978,802.44,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761208717979,70.34,['CARD'],['MASTERCARD'],success,success,fail,success,success,success,success,success,success,success
PAY_1761208717980,677.82,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
