paymentId,amount,payment_method_type,payment_method,Stripe_VISA_outcome,Stripe_MASTERCARD_outcome,Adyen_VISA_outcome,Adyen_MASTERCARD_outcome,Adyen_ACCEL_outcome,Adyen_STAR_outcome,Checkout_VISA_outcome,Checkout_MASTERCARD_outcome,Checkout_ACCEL_outcome,Checkout_STAR_outcome
PAY_1761209423890,760.17,['CARD'],['VISA'],success,success,fail,success,success,success,success,success,success,success
PAY_1761209423891,429.34,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423892,731.92,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,fail,success,success,fail
PAY_1761209423894,271.01,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423895,904.26,['CARD'],['VISA'],success,success,success,success,success,fail,success,success,success,success
PAY_1761209423896,983.62,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423898,494.27,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423899,699.95,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423900,592.45,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,fail,success,success,success,success
PAY_1761209423902,905.22,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423903,637.18,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,fail,success,success,success,success,success,success
PAY_1761209423904,702.09,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423906,88.88,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423907,963.32,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423908,296.19,['CARD'],['VISA'],success,success,success,success,fail,success,success,success,success,success
PAY_1761209423910,9.57,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423911,960.66,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423912,215.98,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423913,365.81,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423915,417.11,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423916,317.91,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423917,699.7,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423919,218.06,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423920,621.45,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423922,21.68,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423923,557.84,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423924,699.08,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423926,393.61,['CARD'],['VISA'],success,success,success,fail,success,success,success,success,success,success
PAY_1761209423927,312.3,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423928,954.04,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423929,155.76,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,fail,success,success,success,success,fail,success
PAY_1761209423931,63.93,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423932,786.84,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423934,694.52,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,fail
PAY_1761209423935,338.93,['CARD'],['MASTERCARD'],success,success,success,success,success,fail,success,success,success,success
PAY_1761209423936,573.12,['CARD'],['VISA'],success,success,success,fail,success,success,success,success,success,success
PAY_1761209423938,331.04,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423939,867.84,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423940,795.65,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423942,821.38,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423943,215.45,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423944,589.29,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423945,453.53,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423947,482.01,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423948,502.31,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423949,290.97,['CARD'],['MASTERCARD'],success,success,fail,success,success,success,success,fail,success,success
PAY_1761209423951,66.7,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423952,886.65,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423953,340.7,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423955,141.8,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,fail
PAY_1761209423956,812.32,['CARD'],['VISA'],success,success,success,success,success,success,success,fail,fail,success
PAY_1761209423957,63.81,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423959,838.99,['CARD'],['VISA'],success,success,success,success,success,fail,success,success,success,success
PAY_1761209423960,197.68,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423961,62.11,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423963,814.87,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423964,700.43,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,fail,success,success
PAY_1761209423965,932.97,['CARD'],['VISA'],success,success,fail,success,success,success,success,success,success,success
PAY_1761209423967,77.58,['CARD'],['VISA'],success,success,success,success,success,success,success,fail,success,success
PAY_1761209423968,365.2,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423969,748.41,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,fail
PAY_1761209423971,286.47,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423972,835.81,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423973,396.74,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423975,848.84,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423976,223.2,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423977,777.51,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,fail,success,success,success,fail
PAY_1761209423979,744.6,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423980,490.13,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,fail,success,success,success,success,success,success
PAY_1761209423981,991.7,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423983,181.79,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423984,104.72,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423985,213.27,['CARD'],['VISA'],success,success,success,success,success,success,fail,success,fail,success
PAY_1761209423987,104.88,['CARD'],['VISA'],success,success,success,success,success,success,success,success,fail,success
PAY_1761209423988,65.02,['CARD'],['VISA'],success,success,success,success,fail,success,success,success,success,success
PAY_1761209423989,106.33,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423991,711.91,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423992,973.59,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423993,369.54,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
PAY_1761209423995,383.35,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,fail
PAY_1761209423996,534.99,['CARD'],['MASTERCARD'],success,success,success,success,success,success,fail,success,success,success
PAY_1761209423997,415.3,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209423999,97.13,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761209424000,614.03,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761209424001,276.51,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761209424003,770.99,['CARD'],"['MASTERCARD', 'ACCEL', 'STAR']",success,success,success,success,success,success,success,success,success,success
PAY_1761209424004,407.02,['CARD'],"['VISA', 'ACCEL', 'STAR']",success,success,fail,success,success,success,success,success,success,success
PAY_1761209424005,696.29,['CARD'],['MASTERCARD'],success,success,success,success,success,success,success,success,success,success
PAY_1761209424007,278.23,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,fail
PAY_1761209424008,591.79,['CARD'],['VISA'],success,success,success,success,success,success,success,success,success,success
